"dS","U:0","U:1","U:2","MaU","T","T0","U0:0","U0:1","U0:2","p","p0","potential","rho","rho0","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00238250030575419,-0.00182659679558128,-0.39615061879158,0,0.396369457244873,1.04886305332184,1.04998540878296,-7.18826171919318e-008,-0.39470574259758,0,0.748559713363647,0.749979376792908,0.935973227024078,0.999161422252655,0.999986469745636,1,0.19200000166893,2,0.0920000001788139,0
-0.00230118412789611,-0.00176445615943521,-0.3961101770401,0,0.396322578191757,1.04889583587646,1.04998517036438,-2.15067089470722e-007,-0.394705504179001,0,0.74859219789505,0.749979078769684,0.935973227024078,0.999173641204834,0.999986231327057,1,0.197999998927116,2,0.0979999974370003,0
-0.00221500216519726,-0.00169904856011271,-0.396068304777145,0,0.396273881196976,1.04893004894257,1.04998517036438,-3.58298024139003e-007,-0.394705355167389,0,0.748625516891479,0.749979019165039,0.935973227024078,0.9991854429245,0.999986112117767,1,0.203999996185303,2,0.104000002145767,0
-0.0021263874660728,-0.00163200765382499,-0.396025687456131,0,0.396224319934845,1.04896521568298,1.04998517036438,-5.01551937759359e-007,-0.394705235958099,0,0.748659253120422,0.749978959560394,0.935973227024078,0.999197065830231,0.999986052513123,1,0.21000000834465,2,0.109999999403954,0
-0.00203019008164657,-0.0015603635692969,-0.395981013774872,0,0.396172285079956,1.0490026473999,1.04998517036438,-5.97867483520531e-007,-0.394705265760422,0,0.748694241046906,0.749979078769684,0.935973227024078,0.999208092689514,0.999986171722412,1,0.215999990701675,2,0.11599999666214,0
-0.00193175177229579,-0.00148729933425784,-0.39593568444252,0,0.396119475364685,1.04904079437256,1.04998517036438,-6.65381151065958e-007,-0.394705355167389,0,0.748729586601257,0.749979257583618,0.935973227024078,0.999218881130219,0.999986410140991,1,0.222000002861023,2,0.122000001370907,0
-0.00182883186035245,-0.0014113950310275,-0.395889133214951,0,0.39606511592865,1.04908037185669,1.04998540878296,-6.752907779628e-007,-0.394705533981323,0,0.748765647411346,0.749979496002197,0.935973227024078,0.999229311943054,0.99998664855957,1,0.22800001502037,2,0.128000006079674,0
-0.00172171808372476,-0.00133290980011225,-0.395841419696808,0,0.396009385585785,1.04912137985229,1.04998552799225,-6.13296776919015e-007,-0.394705772399902,0,0.748802363872528,0.749979913234711,0.935973227024078,0.999239265918732,0.999987065792084,1,0.233999997377396,2,0.13400000333786,0
-0.00161250732647766,-0.0012531338725239,-0.39579313993454,0,0.395952969789505,1.04916310310364,1.04998564720154,-5.15351246122009e-007,-0.394706070423126,0,0.748839378356934,0.749980330467224,0.935973227024078,0.999249041080475,0.999987483024597,1,0.240000009536743,2,0.140000000596046,0
-0.00149714971677667,-0.00116991950199008,-0.395743370056152,0,0.395894736051559,1.04920661449432,1.04998576641083,-3.11726012114377e-007,-0.394706398248672,0,0.748877286911011,0.749980807304382,0.935973227024078,0.999258100986481,0.999987959861755,1,0.245999991893768,2,0.145999997854233,0
-0.00137998226146828,-0.00108571769669652,-0.395693153142929,0,0.395835936069489,1.04925060272217,1.04998600482941,-8.13334111171571e-008,-0.394706755876541,0,0.748915433883667,0.749981343746185,0.935973227024078,0.999266982078552,0.999988436698914,1,0.252000004053116,2,0.151999995112419,0
-0.00125919478799781,-0.000999540789052844,-0.395642071962357,0,0.395776093006134,1.0492959022522,1.0499861240387,2.02595003884198e-007,-0.39470711350441,0,0.748954057693481,0.749981820583344,0.935973227024078,0.999275505542755,0.999988913536072,1,0.258000016212463,2,0.158000007271767,0
-0.00113517053597563,-0.000911733310203999,-0.395590245723724,0,0.395715296268463,1.04934215545654,1.04998636245728,5.11382665990823e-007,-0.394707441329956,0,0.748993098735809,0.749982297420502,0.935973227024078,0.9992835521698,0.99998939037323,1,0.263999998569489,2,0.164000004529953,0
-0.00100952775674745,-0.000823110458441079,-0.395538032054901,0,0.395654082298279,1.04938888549805,1.04998648166656,8.32600221656321e-007,-0.394707769155502,0,0.749032318592072,0.74998277425766,0.935973227024078,0.99929141998291,0.999989867210388,1,0.270000010728836,2,0.170000001788139,0
-0.000879459518226969,-0.00073259201599285,-0.395484924316406,0,0.395591706037521,1.04943692684174,1.04998672008514,1.13895725917246e-006,-0.394708007574081,0,0.749072074890137,0.749983191490173,0.935973227024078,0.999298691749573,0.999990284442902,1,0.275999993085861,2,0.175999999046326,0
-0.00074834570519053,-0.000641634513158351,-0.395431578159332,0,0.395529061555862,1.04948532581329,1.04998683929443,1.42303247230302e-006,-0.394708245992661,0,0.749112010002136,0.749983489513397,0.935973227024078,0.999305903911591,0.999990582466125,1,0.282000005245209,2,0.181999996304512,0
-0.00061514072754182,-0.000549798831343651,-0.395377695560455,0,0.395465791225433,1.04953444004059,1.04998695850372,1.66254369560193e-006,-0.39470836520195,0,0.74915224313736,0.749983787536621,0.935973227024078,0.99931275844574,0.99999076128006,1,0.287999987602234,2,0.187999993562698,0
-0.000480036035542769,-0.000457484216894954,-0.395323485136032,0,0.395402103662491,1.04958403110504,1.04998695850372,1.82888709332474e-006,-0.394708424806595,0,0.749192774295807,0.749983847141266,0.935973227024078,0.999319553375244,0.999990820884705,1,0.293999999761581,2,0.194000005722046,0
-0.000343981989671727,-0.000364930427167565,-0.395269066095352,0,0.395338147878647,1.04963397979736,1.04998707771301,1.9586459529819e-006,-0.394708424806595,0,0.749233424663544,0.749983906745911,0.935973227024078,0.999326229095459,0.999990880489349,1,0.300000011920929,2,0.200000002980232,0
-0.00020622379571431,-0.000272268895059824,-0.395214259624481,0,0.395273745059967,1.04968452453613,1.04998707771301,1.95303846339812e-006,-0.394708245992661,0,0.749274492263794,0.749983727931976,0.935973227024078,0.999332785606384,0.99999064207077,1,0.305999994277954,2,0.206000000238419,0
-6.8279664379943e-005,-0.000179776368895546,-0.395159363746643,0,0.395209223031998,1.04973518848419,1.04998707771301,1.90189905424631e-006,-0.394708007574081,0,0.749315619468689,0.749983489513397,0.935973227024078,0.999339461326599,0.999990344047546,1,0.312000006437302,2,0.211999997496605,0
7.00363403229862e-005,-8.76218182384036e-005,-0.395104289054871,0,0.395144551992416,1.04978621006012,1.04998695850372,1.75969637439266e-006,-0.394707709550858,0,0.749357044696808,0.749983072280884,0.935973227024078,0.999346256256104,0.999989867210388,1,0.317999988794327,2,0.217999994754791,0
0.00020853371556985,3.7879190131207e-006,-0.395049154758453,0,0.395079791545868,1.04983711242676,1.04998683929443,1.54481540448614e-006,-0.394707322120667,0,0.749398708343506,0.749982595443726,0.935973227024078,0.999353289604187,0.99998939037323,1,0.324000000953674,2,0.224000006914139,0
0.000347121260146799,9.48249144130386e-005,-0.394993960857391,0,0.395015031099319,1.04988813400269,1.04998672008514,1.29359602851764e-006,-0.394706904888153,0,0.749440491199493,0.749982059001923,0.935973227024078,0.99936044216156,0.999988794326782,1,0.330000013113022,2,0.230000004172325,0
0.000484405558119087,0.000184144199010916,-0.394938826560974,0,0.394950360059738,1.04993903636932,1.04998648166656,9.88716010397184e-007,-0.394706577062607,0,0.74948263168335,0.74998152256012,0.935973227024078,0.999368250370026,0.999988198280334,1,0.335999995470047,2,0.236000001430511,0
0.000621064334381876,0.00027269622660242,-0.394883722066879,0,0.394885778427124,1.04998970031738,1.04998636245728,6.90606952957751e-007,-0.394706279039383,0,0.749524831771851,0.749981045722961,0.935973227024078,0.99937629699707,0.999987721443176,1,0.342000007629395,2,0.241999998688698,0
0.000756472071886156,0.000359713798388839,-0.394828766584396,0,0.394821405410767,1.05004012584686,1.0499861240387,4.06039760036947e-007,-0.394706130027771,0,0.749567329883575,0.749980568885803,0.935973227024078,0.999384939670563,0.999987244606018,1,0.34799998998642,2,0.247999995946884,0
0.000890056657959202,0.000444823032012209,-0.39477401971817,0,0.394757330417633,1.05009007453918,1.0499861240387,1.84940716962956e-007,-0.394706159830093,0,0.749610006809235,0.749980330467224,0.935973227024078,0.999394237995148,0.999987065792084,1,0.354000002145767,2,0.254000008106232,0
0.00102272884118038,0.000528977601788938,-0.394719362258911,0,0.394693434238434,1.05013990402222,1.04998600482941,-4.42293668356797e-009,-0.394706279039383,0,0.749652802944183,0.749980211257935,0.935973227024078,0.999403953552246,0.999986946582794,1,0.359999984502792,2,0.259999990463257,0
0.00115152079375224,0.000609736714977771,-0.394665151834488,0,0.394630193710327,1.05018866062164,1.04998600482941,-4.53871749073187e-008,-0.394706696271896,0,0.749695837497711,0.749980390071869,0.935973227024078,0.999414801597595,0.999987185001373,1,0.36599999666214,2,0.266000002622604,0
0.0012788284848752,0.000689198321197182,-0.394611179828644,0,0.394567251205444,1.0502370595932,1.04998600482941,-3.31151781551853e-008,-0.394707202911377,0,0.749738931655884,0.749980628490448,0.935973227024078,0.999426186084747,0.999987483024597,1,0.372000008821487,2,0.272000014781952,0
0.00140316703550231,0.000766064447816461,-0.394557654857636,0,0.394504874944687,1.05028486251831,1.0499861240387,8.56286916928184e-008,-0.394707828760147,0,0.749782145023346,0.749981045722961,0.935973227024078,0.999438405036926,0.999987959861755,1,0.377999991178513,2,0.277999997138977,0
0.00152358359375936,0.000840032938867807,-0.394504636526108,0,0.394443273544312,1.05033147335052,1.0499861240387,2.8431838927645e-007,-0.394708454608917,0,0.749825417995453,0.74998152256012,0.935973227024078,0.999451696872711,0.999988496303558,1,0.38400000333786,2,0.284000009298325,0
0.00164203825865994,0.000912552059162408,-0.394451916217804,0,0.394382029771805,1.05037772655487,1.04998624324799,5.22979519246292e-007,-0.39470911026001,0,0.749868750572205,0.749981999397278,0.935973227024078,0.999465465545654,0.999989092350006,1,0.389999985694885,2,0.28999999165535,0
0.00175432340357186,0.000980320852249861,-0.394400179386139,0,0.394322097301483,1.05042231082916,1.04998636245728,7.9825548482404e-007,-0.394709587097168,0,0.749912023544312,0.749982357025146,0.935973227024078,0.999480783939362,0.999989569187164,1,0.395999997854233,2,0.296000003814697,0
0.00186431323178761,0.00104639097116888,-0.394348800182343,0,0.394262671470642,1.05046617984772,1.04998636245728,1.05140065898013e-006,-0.394709914922714,0,0.749955296516418,0.749982595443726,0.935973227024078,0.999496638774872,0.999989926815033,1,0.401999980211258,2,0.301999986171722,0
0.00196971399720164,0.00110906455665827,-0.394298195838928,0,0.39420422911644,1.05050885677338,1.0499861240387,1.26028714930726e-006,-0.394710034132004,0,0.749998450279236,0.749982714653015,0.935973227024078,0.999513566493988,0.999990105628967,1,0.407999992370605,2,0.30799999833107,0
0.00206966714785527,0.00116815441288054,-0.394248485565186,0,0.394146978855133,1.05055010318756,1.04998600482941,1.36457276767032e-006,-0.394709885120392,0,0.750041484832764,0.749982535839081,0.935973227024078,0.999531626701355,0.999990046024323,1,0.414000004529953,2,0.314000010490417,0
0.00216689600818631,0.00122545205522329,-0.394199222326279,0,0.394090294837952,1.05059063434601,1.04998588562012,1.41655755214742e-006,-0.394709587097168,0,0.750084340572357,0.749982297420502,0.935973227024078,0.999550223350525,0.999989807605743,1,0.419999986886978,2,0.319999992847443,0
0.00225566848681605,0.00127716292627156,-0.394151449203491,0,0.394035547971725,1.05062878131866,1.04998576641083,1.2621395626411e-006,-0.394708961248398,0,0.750126838684082,0.749981760978699,0.935973227024078,0.999570548534393,0.999989330768585,1,0.425999999046326,2,0.32600000500679,0
0.00234133609196768,0.00132696435321122,-0.394104212522507,0,0.393981486558914,1.05066621303558,1.04998552799225,1.04067908068828e-006,-0.394708275794983,0,0.750169157981873,0.749981164932251,0.935973227024078,0.999591410160065,0.999988734722137,1,0.431999981403351,2,0.331999987363815,0
0.00242079513419267,0.00137294759042561,-0.394058048725128,0,0.393928855657578,1.05070173740387,1.04998528957367,6.85128156874271e-007,-0.394707471132278,0,0.750211119651794,0.749980568885803,0.935973227024078,0.999613523483276,0.999988079071045,1,0.437999993562698,2,0.337999999523163,0
0.00249395074601975,0.00141506409272552,-0.394013047218323,0,0.393877685070038,1.0507355928421,1.04998505115509,2.31715176823855e-007,-0.394706696271896,0,0.750252664089203,0.749979913234711,0.935973227024078,0.999636709690094,0.999987363815308,1,0.444000005722046,2,0.34400001168251,0
0.00256395429493544,0.00145524716936052,-0.393968641757965,0,0.393827259540558,1.05076837539673,1.0499849319458,-2.70626316023481e-007,-0.394705921411514,0,0.750294029712677,0.749979257583618,0.935973227024078,0.999660491943359,0.999986708164215,1,0.449999988079071,2,0.349999994039536,0
0.00262407536423552,0.00148962216917425,-0.393926054239273,0,0.393779188394547,1.0507984161377,1.0499849319458,-8.37506036077684e-007,-0.394705325365067,0,0.750334680080414,0.749978840351105,0.935973227024078,0.999686002731323,0.999986231327057,1,0.456000000238419,2,0.356000006198883,0
0.00268071195312555,0.00152207748033106,-0.393884092569351,0,0.39373192191124,1.05082750320435,1.0499849319458,-1.39779285746044e-006,-0.394704848527908,0,0.750374972820282,0.749978482723236,0.935973227024078,0.99971204996109,0.999985814094543,1,0.461999982595444,2,0.361999988555908,0
0.00273038032131035,0.00155069387983531,-0.39384338259697,0,0.393686264753342,1.05085456371307,1.0499849319458,-1.94490212379606e-006,-0.394704520702362,0,0.750414788722992,0.749978363513947,0.935973227024078,0.999739289283752,0.99998551607132,1,0.467999994754791,2,0.368000000715256,0
0.00277308139754279,0.00157553586177528,-0.393803983926773,0,0.39364230632782,1.05087959766388,1.04998505115509,-2.43354656959127e-006,-0.394704431295395,0,0.750453948974609,0.749978423118591,0.935973227024078,0.999767661094666,0.999985456466675,1,0.474000006914139,2,0.374000012874603,0
0.00281229863300436,0.00159849040210247,-0.393765240907669,0,0.393599152565002,1.05090367794037,1.04998517036438,-2.8929562176927e-006,-0.394704401493073,0,0.750492811203003,0.749978542327881,0.935973227024078,0.999796569347382,0.99998551607132,1,0.479999989271164,2,0.379999995231628,0
0.00284121036449238,0.0016159190563485,-0.39372843503952,0,0.393558502197266,1.05092465877533,1.04998540878296,-3.21712309414579e-006,-0.394704610109329,0,0.75053071975708,0.749978840351105,0.935973227024078,0.999827146530151,0.999985754489899,1,0.486000001430511,2,0.386000007390976,0
0.00286654438927209,0.00163156038615853,-0.393692255020142,0,0.393518716096878,1.05094456672668,1.04998564720154,-3.48430967278546e-006,-0.394704878330231,0,0.750568270683289,0.749979138374329,0.935973227024078,0.999858260154724,0.999985992908478,1,0.491999983787537,2,0.391999989748001,0
0.00288472343145268,0.00164362776558846,-0.393657445907593,0,0.393480598926544,1.05096220970154,1.04998576641083,-3.63754020327178e-006,-0.394705206155777,0,0.750605165958405,0.749979555606842,0.935973227024078,0.999890506267548,0.999986290931702,1,0.497999995946884,2,0.398000001907349,0
0.00289603492526122,0.00165224517695606,-0.393623918294907,0,0.393444180488586,1.05097794532776,1.04998600482941,-3.6534138416755e-006,-0.394705563783646,0,0.750641345977783,0.749979913234711,0.935973227024078,0.999923765659332,0.999986588954926,1,0.504000008106232,2,0.404000014066696,0
0.00290391260575473,0.00165913754608482,-0.393591046333313,0,0.393408596515656,1.05099272727966,1.0499861240387,-3.60060903403792e-006,-0.394705921411514,0,0.750677168369293,0.749980211257935,0.935973227024078,0.99995756149292,0.999986886978149,1,0.509999990463257,2,0.409999996423721,0
0.0029016343288385,0.00166105688549578,-0.393560111522675,0,0.393375545740128,1.05100429058075,1.04998624324799,-3.30495231537498e-006,-0.394706249237061,0,0.750711917877197,0.749980449676514,0.935973227024078,0.999992847442627,0.999987125396729,1,0.516000032424927,2,0.416000008583069,0
0.00289606678618001,0.00166138913482428,-0.393529832363129,0,0.393343299627304,1.05101478099823,1.04998624324799,-2.91999845103419e-006,-0.394706547260284,0,0.750746250152588,0.749980568885803,0.935973227024078,1.0000284910202,0.999987244606018,1,0.522000014781952,2,0.421999990940094,0
0.0028839206780881,0.0016585475532338,-0.393500864505768,0,0.393312722444534,1.05102336406708,1.04998624324799,-2.35644688473258e-006,-0.394706785678864,0,0.750779867172241,0.749980688095093,0.935973227024078,1.00006520748138,0.999987363815308,1,0.527999997138977,2,0.428000003099442,0
0.00286538822019165,0.00165267789270729,-0.39347317814827,0,0.393283784389496,1.051029920578,1.04998624324799,-1.62277183335391e-006,-0.394706904888153,0,0.750812709331512,0.749980568885803,0.935973227024078,1.0001026391983,0.999987304210663,1,0.533999979496002,2,0.433999985456467,0
0.00284366242552347,0.00164529425092041,-0.393446117639542,0,0.393255680799484,1.05103552341461,1.0499861240387,-8.04029298251407e-007,-0.394707024097443,0,0.750845193862915,0.749980449676514,0.935973227024078,1.00014054775238,0.999987185001373,1,0.540000021457672,2,0.439999997615814,0
0.0028129313116585,0.00163359160069376,-0.393420994281769,0,0.393230020999908,1.05103826522827,1.04998600482941,1.93830246075777e-007,-0.394707024097443,0,0.750876426696777,0.749980211257935,0.935973227024078,1.00017952919006,0.999987006187439,1,0.546000003814697,2,0.446000009775162,0
0.00277919929787672,0.00162052409723401,-0.393396526575089,0,0.393205165863037,1.0510401725769,1.04998576641083,1.20204265385837e-006,-0.39470699429512,0,0.750907301902771,0.749979972839355,0.935973227024078,1.00021886825562,0.999986827373505,1,0.551999986171722,2,0.451999992132187,0
0.002739465026333,0.00160472642164677,-0.393373340368271,0,0.393181920051575,1.0510401725769,1.04998564720154,2.23097572416009e-006,-0.394706934690475,0,0.750937223434448,0.749979674816132,0.935973227024078,1.00025868415833,0.999986588954926,1,0.558000028133392,2,0.458000004291534,0
0.00269449272265452,0.00158634746912867,-0.393351435661316,0,0.393160283565521,1.05103850364685,1.04998540878296,3.14782278110215e-006,-0.394706875085831,0,0.750966370105743,0.749979496002197,0.935973227024078,1.00029921531677,0.999986469745636,1,0.564000010490417,2,0.46399998664856,0
0.00264690104832377,0.00156667758710682,-0.393330156803131,0,0.39313942193985,1.05103588104248,1.04998528957367,4.0086329136102e-006,-0.394706815481186,0,0.75099503993988,0.749979257583618,0.935973227024078,1.00033986568451,0.999986410140991,1,0.569999992847443,2,0.469999998807907,0
0.00259131068338529,0.0015433537773788,-0.393310815095901,0,0.393120974302292,1.05103075504303,1.04998517036438,4.49891740572639e-006,-0.394706815481186,0,0.751022338867188,0.749979317188263,0.935973227024078,1.00038111209869,0.999986529350281,1,0.576000034809113,2,0.476000010967255,0
0.00253338870242046,0.00151888281106949,-0.393292129039764,0,0.393103301525116,1.05102479457855,1.04998517036438,4.81755387227167e-006,-0.394706845283508,0,0.751049220561981,0.749979436397552,0.935973227024078,1.00042247772217,0.999986708164215,1,0.582000017166138,2,0.48199999332428,0
