"dp","U:0","U:1","U:2","T","T0","U0:0","U0:1","U0:2","p","p0","potential","rho","rho0","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00025777700470715,-4.15316098951735e-005,-0.394914090633392,0,1.04994380474091,1.04999995231628,0,-0.394688338041306,0,0.749742209911346,0.75,0.935973227024078,0.999709784984589,1,1,1.1583000421524,2,1.6583000421524,0
-0.000262677692262536,-3.39038069796516e-006,-0.394910573959351,0,1.04997003078461,1.04999995231628,0,-0.394688338041306,0,0.749737322330475,0.75,0.935973227024078,0.999678313732147,1,1,1.17260003089905,2,1.67260003089905,0
-0.000266569255908574,3.40472397510894e-005,-0.394906371831894,0,1.04999589920044,1.04999995231628,0,-0.394688338041306,0,0.749733448028564,0.75,0.935973227024078,0.999648451805115,1,1,1.18690001964569,2,1.68690001964569,0
-0.000269479745675193,7.03593395883217e-005,-0.394901543855667,0,1.05002105236053,1.04999995231628,0,-0.394688338041306,0,0.74973052740097,0.75,0.935973227024078,0.99962055683136,1,1,1.20120000839233,2,1.70120000839233,0
-0.00027136802332279,0.000104975784779526,-0.39489620923996,0,1.05004525184631,1.04999995231628,0,-0.394688338041306,0,0.749728620052338,0.75,0.935973227024078,0.999595105648041,1,1,1.21549999713898,2,1.71549999713898,0
-0.000272264478999203,0.00013776273408439,-0.394890427589417,0,1.05006814002991,1.04999995231628,0,-0.394688338041306,0,0.749727725982666,0.75,0.935973227024078,0.999571979045868,1,1,1.22979998588562,2,1.72979998588562,0
-0.000272078515577051,0.000167876874911599,-0.394884198904037,0,1.05008947849274,1.04999995231628,0,-0.394688338041306,0,0.7497279047966,0.75,0.935973227024078,0.999552071094513,1,1,1.24409997463226,2,1.74409997463226,0
-0.000270946028747406,0.000195441214600578,-0.394877761602402,0,1.05010902881622,1.04999995231628,0,-0.394688338041306,0,0.749729037284851,0.75,0.935973227024078,0.999534964561462,1,1,1.25839996337891,2,1.75839996337891,0
-0.000268746619771042,0.000219784677028656,-0.394871056079865,0,1.0501264333725,1.04999995231628,0,-0.394688338041306,0,0.749731242656708,0.75,0.935973227024078,0.999521315097809,1,1,1.27269995212555,2,1.77269995212555,0
-0.00026551485658502,0.000240794019191526,-0.394864231348038,0,1.05014169216156,1.04999995231628,0,-0.394688338041306,0,0.749734461307526,0.75,0.935973227024078,0.999511063098907,1,1,1.28699994087219,2,1.78699994087219,0
